Customer_ID,Best_Offer
Customer_1945,0
Customer_286,3
Customer_6383,0
Customer_3708,1
Customer_3887,0
Customer_7061,0
Customer_88,3
Customer_6847,0
Customer_6653,0
Customer_4296,0
Customer_330,0
Customer_6249,0
Customer_5770,1
Customer_8021,1
Customer_7104,0
Customer_743,2
Customer_1614,0
Customer_1550,0
Customer_7985,3
Customer_1068,3
Customer_1452,1
Customer_1729,1
Customer_1608,2
Customer_6663,1
Customer_1372,1
Customer_7626,2
Customer_5430,0
Customer_5382,0
Customer_6491,1
Customer_8071,0
Customer_6363,0
Customer_3658,0
Customer_2022,1
Customer_3024,2
Customer_2728,1
Customer_6751,0
Customer_2498,1
Customer_8168,2
Customer_76,0
Customer_4919,1
Customer_2239,0
Customer_7505,0
Customer_2582,1
Customer_2228,2
Customer_3312,0
Customer_4787,1
Customer_3870,1
Customer_2150,0
Customer_736,1
Customer_2167,0
Customer_2132,1
Customer_2770,0
Customer_4464,1
Customer_4634,1
Customer_474,0
Customer_1915,0
Customer_1483,0
Customer_8757,0
Customer_2215,0
Customer_5246,0
Customer_761,0
Customer_5682,1
Customer_7864,0
Customer_8374,1
Customer_4407,0
Customer_6108,1
Customer_6193,0
Customer_5114,1
Customer_8634,2
Customer_4982,1
Customer_265,1
Customer_4217,0
Customer_3437,1
Customer_5418,0
Customer_7741,0
Customer_1770,0
Customer_4038,0
Customer_1720,3
Customer_8697,0
Customer_5705,0
Customer_582,1
Customer_5317,0
Customer_5098,0
Customer_4098,3
Customer_1747,0
Customer_7356,0
Customer_1349,1
Customer_1145,2
Customer_1962,1
Customer_6348,1
Customer_6516,1
Customer_1076,2
Customer_6219,0
Customer_3429,0
Customer_733,0
Customer_2858,0
Customer_3148,0
Customer_8939,1
Customer_4715,0
Customer_8255,0
Customer_6580,1
Customer_927,0
Customer_8966,1
Customer_5096,0
Customer_2549,0
Customer_7755,2
Customer_8983,1
Customer_3044,0
Customer_8859,1
Customer_1018,0
Customer_1414,1
Customer_5597,0
Customer_7447,0
Customer_4701,0
Customer_9132,0
Customer_2982,0
Customer_4766,1
Customer_2766,0
Customer_4844,1
Customer_3122,1
Customer_8220,0
Customer_1313,0
Customer_2576,0
Customer_8876,1
Customer_5152,0
Customer_5353,2
Customer_7677,1
Customer_4934,2
Customer_5059,0
Customer_7185,0
Customer_6360,3
Customer_1603,1
Customer_3063,0
Customer_5388,0
Customer_8843,0
Customer_828,2
Customer_106,0
Customer_6242,1
Customer_1417,1
Customer_6885,0
Customer_9001,1
Customer_4353,1
Customer_592,0
Customer_7700,0
Customer_7296,0
Customer_7890,0
Customer_2641,1
Customer_3130,2
Customer_3960,1
Customer_212,0
Customer_8206,0
Customer_700,1
Customer_1662,0
Customer_4983,0
Customer_7990,0
Customer_4441,0
Customer_8660,3
Customer_1263,3
Customer_3272,2
Customer_1543,0
Customer_6622,0
Customer_4709,1
Customer_4692,1
Customer_107,0
Customer_8940,0
Customer_4269,0
Customer_5584,0
Customer_2881,2
Customer_7460,0
Customer_6394,3
Customer_2260,1
Customer_1090,0
Customer_3916,1
Customer_8256,0
Customer_1745,0
Customer_5140,0
Customer_9027,0
Customer_1557,0
Customer_1934,0
Customer_4747,0
Customer_4794,0
Customer_8183,0
Customer_3836,0
Customer_624,0
Customer_239,0
Customer_1472,1
Customer_9098,0
Customer_4338,0
Customer_222,0
Customer_940,3
Customer_5781,2
Customer_2678,1
Customer_2833,0
Customer_1253,1
Customer_1393,0
Customer_1034,2
Customer_7340,0
Customer_131,0
Customer_8203,1
Customer_2227,0
Customer_2533,0
Customer_5955,1
Customer_2864,0
Customer_7420,2
Customer_2726,1
Customer_1512,0
Customer_6518,1
Customer_3626,0
Customer_4990,0
Customer_7178,0
Customer_8855,1
Customer_5019,2
Customer_7922,0
Customer_6255,0
Customer_8481,1
Customer_3971,0
Customer_623,1
Customer_5032,0
Customer_2870,0
Customer_1314,0
Customer_6705,0
Customer_5552,1
Customer_4707,0
Customer_1055,2
Customer_2684,0
Customer_5862,1
Customer_9123,0
Customer_5522,1
Customer_5749,0
Customer_1593,0
Customer_92,1
Customer_4302,2
Customer_1322,0
Customer_1022,1
Customer_5011,0
Customer_8740,1
Customer_7281,0
Customer_6110,0
Customer_7853,0
Customer_9109,0
Customer_7611,1
Customer_6574,1
Customer_2860,1
Customer_4446,0
Customer_3880,0
Customer_6169,0
Customer_3693,1
Customer_6897,0
Customer_4385,0
Customer_3855,1
Customer_1954,1
Customer_2246,0
Customer_5970,0
Customer_3934,3
Customer_1981,0
Customer_7236,1
Customer_6589,2
Customer_2098,0
Customer_567,2
Customer_8068,0
Customer_2926,0
Customer_1790,0
Customer_6723,0
Customer_1746,0
Customer_4687,0
Customer_4721,0
Customer_3481,1
Customer_5436,0
Customer_5762,0
Customer_2729,0
Customer_2164,3
Customer_4694,0
Customer_2404,1
Customer_6181,1
Customer_4695,0
Customer_3412,0
Customer_2251,0
Customer_321,1
Customer_6566,0
Customer_4708,2
Customer_554,0
Customer_8925,1
Customer_5894,1
Customer_7873,0
Customer_3027,3
Customer_1162,0
Customer_6693,2
Customer_1803,0
Customer_3307,0
Customer_4128,0
Customer_5809,1
Customer_8914,0
Customer_509,0
Customer_3256,1
Customer_5045,3
Customer_2754,1
Customer_518,1
Customer_1862,0
Customer_6112,1
Customer_2818,1
Customer_2517,1
Customer_7212,1
Customer_7224,1
Customer_8947,0
Customer_3208,0
Customer_6123,0
Customer_1793,0
Customer_8044,1
Customer_2483,0
Customer_3016,0
Customer_2302,0
Customer_8382,1
Customer_4951,1
Customer_8499,1
Customer_14,0
Customer_5709,0
Customer_866,1
Customer_2407,2
Customer_1087,1
Customer_4299,0
Customer_8246,0
Customer_8214,3
Customer_6961,2
Customer_3527,0
Customer_6495,1
Customer_6840,1
Customer_2748,1
Customer_6299,0
Customer_6065,0
Customer_5888,1
Customer_3790,0
Customer_2760,0
Customer_1780,1
Customer_765,3
Customer_4029,0
Customer_8233,0
Customer_5111,0
Customer_1558,0
Customer_7974,0
Customer_711,0
Customer_2795,0
Customer_6321,0
Customer_586,0
Customer_7199,1
Customer_4222,0
Customer_6478,1
Customer_5925,0
Customer_2995,1
Customer_4313,0
Customer_3254,0
Customer_8982,1
Customer_4156,1
Customer_9127,1
Customer_7193,0
Customer_8849,0
Customer_7557,2
Customer_7227,2
Customer_4427,2
Customer_4252,0
Customer_5700,2
Customer_2157,1
Customer_1038,3
Customer_3383,1
Customer_5304,1
Customer_2521,0
Customer_3400,2
Customer_6774,0
Customer_3286,0
Customer_7394,0
Customer_1791,3
Customer_763,0
Customer_2213,0
Customer_6841,1
Customer_764,1
Customer_1297,1
Customer_3869,1
Customer_8955,0
Customer_2874,0
Customer_1616,1
Customer_5558,0
Customer_4730,0
Customer_747,0
Customer_2921,0
Customer_9006,0
Customer_5867,0
Customer_1195,1
Customer_3784,1
Customer_3704,0
Customer_1684,1
Customer_2321,2
Customer_8741,0
Customer_4450,2
Customer_2420,0
Customer_8403,0
Customer_7247,1
Customer_6085,2
Customer_7105,0
Customer_2648,3
Customer_1318,2
Customer_7371,1
Customer_8490,1
Customer_221,2
Customer_1430,0
Customer_7103,0
Customer_7878,0
Customer_6517,0
Customer_8067,0
Customer_4775,0
Customer_7542,1
Customer_5199,0
Customer_6014,0
Customer_5595,3
Customer_6796,0
Customer_6725,0
Customer_8577,1
Customer_2706,0
Customer_5731,0
Customer_4347,0
Customer_465,0
Customer_4502,0
Customer_4284,0
Customer_5531,1
Customer_730,0
Customer_7680,1
Customer_8397,0
Customer_1084,1
Customer_7367,1
Customer_5020,0
Customer_7865,0
Customer_7144,0
Customer_3767,1
Customer_4509,0
Customer_1147,1
Customer_7559,0
Customer_8544,1
Customer_7895,0
Customer_5074,0
Customer_4397,0
Customer_3946,1
Customer_8398,0
Customer_2115,0
Customer_8670,1
Customer_304,0
Customer_5168,1
Customer_6564,0
Customer_8213,0
Customer_6520,0
Customer_2628,3
Customer_8590,2
Customer_5910,2
Customer_3050,0
Customer_1963,0
Customer_1817,1
Customer_994,2
Customer_668,1
Customer_5284,1
Customer_5196,0
Customer_3480,2
Customer_7650,1
Customer_6500,2
Customer_7812,1
Customer_1199,1
Customer_4993,1
Customer_2691,0
Customer_211,1
Customer_856,0
Customer_5428,0
Customer_5587,0
Customer_4580,0
Customer_5528,0
Customer_5339,1
Customer_3608,0
Customer_7384,3
Customer_7582,1
Customer_4537,0
Customer_8345,0
Customer_4568,0
Customer_8869,0
Customer_6989,1
Customer_7397,1
Customer_7283,0
Customer_12,1
Customer_6074,3
Customer_9095,1
Customer_2513,0
Customer_8326,1
Customer_5654,0
Customer_6759,1
Customer_4883,1
Customer_6832,0
Customer_1315,0
Customer_37,1
Customer_7337,0
Customer_932,1
Customer_19,2
Customer_3365,0
Customer_3125,1
Customer_4414,1
Customer_2595,0
Customer_2473,0
Customer_1078,0
Customer_4996,0
Customer_538,0
Customer_7808,1
Customer_789,1
Customer_8008,1
Customer_2018,2
Customer_1071,0
Customer_7277,1
Customer_2918,0
Customer_8542,0
Customer_676,2
Customer_1559,0
Customer_6572,0
Customer_5266,1
Customer_879,0
Customer_346,0
Customer_5621,0
Customer_3955,2
Customer_4189,0
Customer_7762,1
Customer_4381,1
Customer_1672,2
Customer_4048,0
Customer_3969,1
Customer_6794,0
Customer_6397,1
Customer_3087,1
Customer_1877,1
Customer_7888,0
Customer_4041,2
Customer_5882,0
Customer_2742,0
Customer_1144,0
Customer_1617,0
Customer_6003,0
Customer_3555,0
Customer_2464,2
Customer_4817,0
Customer_7359,1
Customer_5224,0
Customer_7050,1
Customer_1516,2
Customer_6489,1
Customer_2133,1
Customer_1222,2
Customer_2303,0
Customer_6137,0
Customer_4077,0
Customer_8936,0
Customer_5360,1
Customer_8620,1
Customer_333,1
Customer_5466,0
Customer_3248,1
Customer_1730,0
Customer_2510,0
Customer_2609,1
Customer_8569,0
Customer_5701,1
Customer_6268,1
Customer_7633,0
Customer_8410,2
Customer_6143,1
Customer_2142,2
Customer_2214,1
Customer_7049,0
Customer_8557,3
Customer_6889,0
Customer_5502,0
Customer_5103,1
Customer_8269,0
Customer_5706,0
Customer_3290,0
Customer_5386,1
Customer_5247,0
Customer_4151,0
Customer_4275,2
Customer_23,0
Customer_2458,0
Customer_4024,0
Customer_6547,3
Customer_3649,0
Customer_8693,1
Customer_4756,0
Customer_5939,1
Customer_5049,1
Customer_8448,1
Customer_5829,0
Customer_6750,1
Customer_3872,0
Customer_4245,1
Customer_4786,1
Customer_8817,2
Customer_4626,0
Customer_4322,0
Customer_7896,0
Customer_2094,0
Customer_6912,1
Customer_8104,0
Customer_6009,0
Customer_1339,0
Customer_8783,0
Customer_8142,0
Customer_496,0
Customer_3522,0
Customer_8495,0
Customer_7017,1
Customer_4824,0
Customer_1056,1
Customer_7829,0
Customer_3035,0
Customer_5234,0
Customer_33,0
Customer_3949,1
Customer_50,3
Customer_2826,0
Customer_6440,0
Customer_2388,1
Customer_9110,0
Customer_7032,1
Customer_1794,0
Customer_7628,0
Customer_500,1
Customer_8913,1
Customer_5832,0
Customer_3026,0
Customer_8565,0
Customer_3090,0
Customer_8295,0
Customer_3149,0
Customer_5583,0
Customer_6650,1
Customer_2638,0
Customer_5272,0
Customer_6445,0
Customer_6603,0
Customer_3991,0
Customer_245,3
Customer_149,0
Customer_3578,1
Customer_185,1
Customer_2602,1
Customer_758,1
Customer_7466,2
Customer_5337,1
Customer_4127,0
Customer_6119,1
Customer_8289,0
Customer_1732,0
Customer_4903,0
Customer_1928,0
Customer_4793,0
Customer_5250,0
Customer_6715,0
Customer_6835,0
Customer_5229,0
Customer_5835,1
Customer_8098,0
Customer_8193,0
Customer_550,2
Customer_1429,0
Customer_8090,2
Customer_8260,0
Customer_1718,0
Customer_6539,1
Customer_1046,0
Customer_17,0
Customer_5365,0
Customer_4842,0
Customer_3367,1
Customer_2622,1
Customer_3032,2
Customer_2232,1
Customer_3761,0
Customer_6535,0
Customer_4319,0
Customer_5769,0
Customer_4588,1
Customer_6793,0
Customer_6537,0
Customer_7586,2
Customer_4623,1
Customer_4785,0
Customer_6358,1
Customer_9038,0
Customer_5316,0
Customer_6395,1
Customer_8074,1
Customer_2165,0
Customer_2820,0
Customer_7332,1
Customer_2036,1
Customer_7354,0
Customer_168,0
Customer_6417,1
Customer_8332,1
Customer_8702,1
Customer_1156,0
Customer_7919,0
Customer_6462,0
Customer_9003,2
Customer_2312,0
Customer_960,3
Customer_3548,0
Customer_5715,0
Customer_2481,0
Customer_6501,0
Customer_5942,0
Customer_718,0
Customer_5438,0
Customer_9058,0
Customer_3540,0
Customer_9101,0
Customer_487,0
Customer_7871,2
Customer_1127,0
Customer_6743,0
Customer_9064,1
Customer_6032,0
Customer_4821,0
Customer_4295,1
Customer_1295,2
Customer_3165,0
Customer_4981,2
Customer_6120,0
Customer_6450,0
Customer_8377,1
Customer_6068,0
Customer_3133,0
Customer_6114,2
Customer_2802,0
Customer_5489,1
Customer_3100,0
Customer_9004,1
Customer_8224,2
Customer_8475,0
Customer_353,1
Customer_6507,1
Customer_8837,0
Customer_1470,1
Customer_483,1
Customer_7327,1
Customer_6486,0
Customer_8707,1
Customer_4412,1
Customer_5389,0
Customer_3620,0
Customer_5313,0
Customer_2882,0
Customer_7136,2
Customer_1642,2
Customer_3857,1
Customer_4315,1
Customer_5143,0
Customer_5647,1
Customer_4084,1
Customer_4700,2
Customer_7071,1
Customer_453,3
Customer_766,0
Customer_6324,1
Customer_5858,2
Customer_6174,0
Customer_2515,0
Customer_682,1
Customer_8604,2
Customer_5950,0
Customer_2107,1
Customer_3002,0
Customer_7033,1
Customer_2718,0
Customer_5515,0
Customer_7006,1
Customer_6770,1
Customer_1123,0
Customer_2484,0
Customer_7459,0
Customer_7097,1
Customer_7503,0
Customer_3692,0
Customer_3018,2
Customer_5861,0
Customer_4582,2
Customer_5912,0
Customer_9072,0
Customer_3274,0
Customer_5015,2
Customer_6985,1
Customer_5227,0
Customer_3625,1
Customer_7607,0
Customer_7383,1
Customer_3454,1
Customer_6142,1
Customer_1699,1
Customer_429,0
Customer_1446,1
Customer_7462,0
Customer_385,0
Customer_921,0
Customer_4704,1
Customer_8239,0
Customer_9119,0
Customer_1057,0
Customer_9031,1
Customer_2210,2
Customer_1287,0
Customer_5964,2
Customer_4339,0
Customer_5419,0
Customer_7372,1
Customer_637,2
Customer_3979,0
Customer_7070,1
Customer_233,1
Customer_3154,1
Customer_3150,0
Customer_2697,0
Customer_4043,0
Customer_811,0
Customer_3487,0
Customer_6266,1
Customer_1731,0
Customer_1570,0
Customer_1615,0
Customer_7251,3
Customer_5649,0
Customer_5457,1
Customer_5403,2
Customer_5652,0
Customer_8170,0
Customer_101,0
Customer_319,1
Customer_5629,2
Customer_2508,1
Customer_625,2
Customer_6227,1
Customer_7614,0
Customer_2245,2
Customer_6204,1
Customer_8407,0
Customer_334,1
Customer_4010,1
Customer_1330,1
Customer_5851,1
Customer_5696,0
Customer_5279,0
Customer_461,2
Customer_1052,0
Customer_1670,1
Customer_8,0
Customer_99,1
Customer_4001,2
Customer_6352,2
Customer_7189,1
Customer_31,0
Customer_3146,1
Customer_6407,0
Customer_6091,0
Customer_540,1
Customer_1479,0
Customer_8997,0
Customer_7269,0
Customer_3053,1
Customer_1142,1
Customer_8259,0
Customer_7453,0
Customer_7150,0
Customer_1112,0
Customer_8026,1
Customer_3422,0
Customer_5909,0
Customer_5623,0
Customer_4374,1
Customer_3209,0
Customer_601,0
Customer_1328,0
Customer_6634,0
Customer_2588,1
Customer_1044,1
Customer_7884,0
Customer_9025,1
Customer_5332,1
Customer_1095,0
Customer_5274,0
Customer_291,0
Customer_3238,2
Customer_8711,1
Customer_6214,1
Customer_618,0
Customer_2957,0
Customer_594,0
Customer_4750,1
Customer_3263,0
Customer_6594,0
Customer_4894,2
Customer_2478,1
Customer_1807,1
Customer_1840,0
Customer_2272,1
Customer_8867,0
Customer_9112,0
Customer_7018,0
Customer_5412,1
Customer_4717,0
Customer_4382,0
Customer_7550,1
Customer_5610,1
Customer_6773,1
Customer_7782,0
Customer_5137,1
Customer_4091,0
Customer_4834,0
Customer_8779,1
Customer_2716,1
Customer_3535,1
Customer_8272,0
Customer_1688,0
Customer_5273,1
Customer_4564,0
Customer_3131,0
Customer_5306,0
Customer_5426,0
Customer_6026,1
Customer_7637,3
Customer_6307,0
Customer_8088,1
Customer_1149,0
Customer_4812,0
Customer_1937,2
Customer_7067,0
Customer_2880,1
Customer_4629,0
Customer_3095,0
Customer_8503,0
Customer_5663,0
Customer_748,1
Customer_8447,0
Customer_6386,1
Customer_1575,1
Customer_8917,3
Customer_1426,1
Customer_1126,1
Customer_7139,0
Customer_4279,0
Customer_4923,0
Customer_1569,1
Customer_6758,1
Customer_6728,0
Customer_7477,0
Customer_6923,1
Customer_6839,1
Customer_5354,1
Customer_2249,0
Customer_4051,0
Customer_6317,1
Customer_3662,0
Customer_664,0
Customer_2586,0
Customer_841,0
Customer_6296,0
Customer_8669,1
Customer_3037,0
Customer_7426,2
Customer_833,0
Customer_4868,1
Customer_5363,1
Customer_872,0
Customer_4716,1
Customer_3984,0
Customer_3320,0
Customer_5702,0
Customer_6194,1
Customer_3942,0
Customer_8288,0
Customer_1277,0
Customer_4331,0
Customer_3981,0
Customer_3886,0
Customer_6377,0
Customer_8101,2
Customer_7867,0
Customer_4972,0
Customer_7223,1
Customer_411,2
Customer_7642,1
Customer_1832,0
Customer_7234,1
Customer_1978,0
Customer_6532,1
Customer_5092,0
Customer_1726,1
Customer_7556,0
Customer_604,1
Customer_30,1
Customer_1671,1
Customer_263,0
Customer_2816,0
Customer_247,2
Customer_852,0
Customer_1835,0
Customer_8841,1
Customer_199,0
Customer_532,0
Customer_2615,0
Customer_8057,1
Customer_5030,0
Customer_5255,1
Customer_455,0
Customer_1197,1
Customer_5381,0
Customer_3892,1
Customer_2225,1
Customer_7905,0
Customer_4513,0
Customer_2955,0
Customer_4764,0
Customer_6558,1
Customer_2008,0
Customer_3404,1
Customer_7870,0
Customer_6350,1
Customer_1373,2
Customer_8153,0
Customer_6130,0
Customer_3905,0
Customer_6688,3
Customer_8331,0
Customer_7349,3
Customer_3994,1
Customer_217,0
Customer_1005,0
Customer_4335,1
Customer_7015,0
Customer_3325,0
Customer_7084,0
Customer_8086,0
Customer_2846,0
Customer_3777,1
Customer_6969,0
Customer_675,0
Customer_4099,0
Customer_1740,0
Customer_8409,1
Customer_7487,0
Customer_229,3
Customer_6977,0
Customer_7254,1
Customer_4198,2
Customer_5707,0
Customer_6890,1
Customer_8291,0
Customer_4613,1
Customer_8567,0
Customer_2002,1
Customer_6060,0
Customer_1595,1
Customer_2034,0
Customer_3143,1
Customer_6553,0
Customer_1649,2
Customer_7619,0
Customer_3434,0
Customer_2373,0
Customer_7636,2
Customer_2152,0
Customer_337,1
Customer_7475,0
Customer_5957,3
Customer_9086,0
Customer_1400,0
Customer_5170,0
Customer_5993,1
Customer_4963,1
Customer_6956,1
Customer_7717,0
Customer_1226,0
Customer_96,0
Customer_4341,0
Customer_2897,0
Customer_7948,0
Customer_8768,1
Customer_6984,0
Customer_4604,0
Customer_4482,0
Customer_8404,0
Customer_3570,2
Customer_1017,0
Customer_3846,1
Customer_3720,1
Customer_4141,0
Customer_8941,0
Customer_350,0
Customer_5934,2
Customer_8343,1
Customer_2919,1
Customer_8704,3
Customer_5710,0
Customer_8685,0
Customer_2859,0
Customer_4640,2
Customer_1210,0
Customer_7902,0
Customer_5022,2
Customer_7066,0
Customer_1383,2
Customer_4264,1
Customer_5350,0
Customer_742,0
Customer_180,2
Customer_1115,1
Customer_7621,1
Customer_349,0
Customer_8080,0
Customer_3393,0
Customer_8179,1
Customer_4122,0
Customer_6942,1
Customer_3914,0
Customer_81,1
Customer_6625,0
Customer_7661,0
Customer_4071,1
Customer_6861,0
Customer_831,2
Customer_6017,0
Customer_1606,1
Customer_6196,1
Customer_5562,0
Customer_8234,1
Customer_5606,0
Customer_1768,0
Customer_9016,2
Customer_1888,1
Customer_7087,0
Customer_4693,1
Customer_2083,0
Customer_7836,3
Customer_2554,2
Customer_7461,0
Customer_7289,0
Customer_4355,0
Customer_2006,1
Customer_8759,0
Customer_710,0
Customer_2531,0
Customer_5698,2
Customer_3852,0
Customer_6838,0
Customer_4477,2
Customer_4439,0
Customer_3817,1
Customer_6660,1
Customer_5740,0
Customer_1369,1
Customer_8408,0
Customer_6649,2
Customer_9049,0
Customer_1139,0
Customer_6135,1
Customer_4140,1
Customer_4375,0
Customer_8658,0
Customer_2177,1
Customer_7981,0
Customer_3244,0
Customer_172,1
Customer_7111,0
Customer_4292,0
Customer_39,1
Customer_1561,0
Customer_8313,2
Customer_9023,3
Customer_5863,1
Customer_4060,0
Customer_2603,0
Customer_2986,1
Customer_5669,0
Customer_4984,1
Customer_2939,0
Customer_8674,0
Customer_2453,2
Customer_7299,2
Customer_4920,0
Customer_2794,0
Customer_7879,0
Customer_4216,1
Customer_533,0
Customer_1758,0
Customer_6720,0
Customer_6900,1
Customer_7023,0
Customer_65,1
Customer_6400,1
Customer_2952,1
Customer_354,0
Customer_3438,0
Customer_1650,0
Customer_2276,0
Customer_4344,1
Customer_6648,0
Customer_5516,2
Customer_7935,0
Customer_9042,1
Customer_1665,1
Customer_472,0
Customer_8483,1
Customer_3768,1
Customer_4617,1
Customer_5599,1
Customer_6998,1
Customer_1765,0
Customer_868,0
Customer_1739,0
Customer_323,0
Customer_8242,0
Customer_4267,0
Customer_3379,0
Customer_5458,1
Customer_1623,1
Customer_6641,1
Customer_8519,0
Customer_5834,2
Customer_5128,0
Customer_1075,1
Customer_3094,1
Customer_1254,3
Customer_3381,0
Customer_7197,2
Customer_5581,0
Customer_3091,2
Customer_8215,1
Customer_4918,0
Customer_5488,0
Customer_5609,0
Customer_6983,0
Customer_73,1
Customer_2111,0
Customer_4333,0
Customer_8629,1
Customer_7322,1
Customer_5422,1
Customer_4050,0
Customer_8238,2
Customer_8709,1
Customer_1509,2
Customer_6325,1
Customer_7324,1
Customer_1918,1
Customer_118,0
Customer_1737,0
Customer_5097,0
Customer_4927,3
Customer_7635,1
Customer_3624,0
Customer_1219,0
Customer_4886,1
Customer_3378,1
Customer_3106,2
Customer_1897,2
Customer_6470,1
Customer_3621,1
Customer_449,0
Customer_3410,1
Customer_5612,1
Customer_2291,0
Customer_2620,1
Customer_6256,1
Customer_177,3
Customer_132,3
Customer_4076,0
Customer_1992,0
Customer_1374,0
Customer_8385,2
Customer_0,0
Customer_2807,1
Customer_2025,1
Customer_3428,0
Customer_6231,0
Customer_4631,0
Customer_7685,1
Customer_8749,2
Customer_2145,0
Customer_5294,0
Customer_3395,0
Customer_1783,0
Customer_6716,0
Customer_5244,0
Customer_5268,1
Customer_8016,0
Customer_7273,0
Customer_408,0
Customer_6559,0
Customer_5634,2
Customer_4881,1
Customer_1027,1
Customer_157,1
Customer_1421,1
Customer_388,1
Customer_7616,1
Customer_2127,1
Customer_8292,0
Customer_2543,0
Customer_8597,2
Customer_4659,2
Customer_712,0
Customer_5164,0
Customer_510,0
Customer_1061,0
Customer_7244,0
Customer_5027,0
Customer_5786,0
Customer_1502,0
Customer_4031,2
Customer_1701,1
Customer_2273,0
Customer_4472,2
Customer_678,0
Customer_5598,1
Customer_5366,0
Customer_8871,0
Customer_1741,0
Customer_3498,0
Customer_6817,2
Customer_957,0
Customer_5221,3
Customer_8643,0
Customer_5930,0
Customer_6854,2
Customer_3445,1
Customer_8348,0
Customer_724,1
Customer_4937,3
Customer_4864,1
Customer_5271,1
Customer_7072,0
Customer_794,2
Customer_2771,0
Customer_2072,1
Customer_5648,0
Customer_5764,0
Customer_251,2
Customer_3418,0
Customer_2495,0
Customer_4007,0
Customer_9130,1
Customer_8297,0
Customer_2319,2
Customer_3064,0
Customer_3780,0
Customer_1233,0
Customer_3128,2
Customer_2683,1
Customer_1631,0
Customer_6252,0
Customer_7195,1
Customer_6951,0
Customer_1568,1
Customer_3455,0
Customer_7451,2
Customer_5708,0
Customer_4383,0
